Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_ID,Original_Tx_ID,Return_Date,Refund_Amount,Status,Refund_Amount_missing,clean_tx_id,month,ticket_count,negative_tickets,top_topic
101058,2023-12-13,C0001,Electronics,Laptop X,1504.82,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100032,2023-11-16,C0094,Electronics,Laptop X,1585.05,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100455,2023-11-30,C0117, Smart Home ,NordLock Pro,205.04,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100354,2023-11-28,C0002, Smart Home ,NordLock Pro,201.09,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
101181,,C0006,Accessories,Accessory Bundle,27.11,1,Paid,,,,,,,,NaT,1,0,damaged_defect
100062,,C0001, Smart Home ,NordLock Pro,221.97,1,Paid,,,,,,,,NaT,1,0,setup_technical
100858,,C0001,Electronics,TV Pro,1060.25,1,Failed,,,,,,,,NaT,1,0,setup_technical
101049,2023-12-13,C0001, Electronics ,NoiseCancel Headphones,288.0,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100686,2023-12-05,C0059,Electronics,Tablet A,753.9,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100233,,C0278,Electronics,TV Pro,1041.16,1,Paid,,,,,,,,NaT,0,0,no_tickets
100094,2023-11-18,C0076, Accessories ,Charger,28.32,3,Paid,,,,,,,,2023-11,0,0,no_tickets
100215,,C0063,Electronics,Smartphone Z,1077.99,1,Paid,,,,,,,,NaT,0,0,no_tickets
100310,2023-11-26,C0002,Electronics,TV Pro,1601.36,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100202,2023-11-23,C0002, Smart Home ,NordLock Pro,186.48,1,Pending,,,,,,,,2023-11,1,1,delivery_delay
100290,2023-11-25,C0002, Accessories ,Phone Case,12.32,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101141,,C0038, Accessories ,Accessory Bundle,55.24,3,Paid,,,,,,,,NaT,1,0,setup_technical
100891,2023-12-09,C0008,Smart Home,NordLock Pro,212.31,2,Paid,,,,,,,,2023-12,0,0,no_tickets
101188,2023-12-10,C0062, Accessories ,Wireless Mouse,32.09,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,166.52,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100880,2023-12-09,C0001,Smart Home,NordLock Pro,231.5,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100070,2023-11-17,C0124,Accessories,Accessory Bundle,86.79,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100797,,C0097,Electronics,Tablet A,583.65,1,Paid,,,,,,,,NaT,1,1,delivery_delay
100721,2023-12-06,C0085,Smart Home,NordLock Pro,200.26,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100796,2023-12-07,C0145,Accessories,Wireless Mouse,43.57,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100353,,C0010,Electronics ,NoiseCancel Headphones,297.95,1,Failed,,,,,,,,NaT,5,1,damaged_defect
100352,2023-11-28,C0013, Electronics ,Laptop X,1343.0,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100551,,C0200,Electronics,Tablet A,445.23,1,Paid,,,,,,,,NaT,3,2,damaged_defect
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,,,,,,,,2023-11,1,0,setup_technical
100715,,C0002,Electronics,NoiseCancel Headphones,330.75,1,Paid,,,,,,,,NaT,0,0,no_tickets
100170,2023-11-22,C0199,Electronics,TV Pro,1050.2,1,Failed,,,,,,,,2023-11,0,0,no_tickets
100431,,C0310,Smart Home,NordLock Pro,193.31,1,Paid,,,,,,,,NaT,0,0,no_tickets
100608,2023-12-04,C0024,Smart Home,NordTherm,81.21,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100648,2023-12-05,C0024,Electronics ,Smartphone Z,834.38,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100623,,C0002,Accessories,Laptop Sleeve,43.96,2,Paid,,,,,,,,NaT,0,0,no_tickets
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100742,2023-12-07,C0001, Accessories ,USB-C Cable,10.69,4,Paid,,,,,,,,2023-12,1,0,delivery_delay
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100078,,C0007,Electronics,Tablet A,527.12,1,Paid,,,,,,,,NaT,0,0,no_tickets
101143,2023-12-10,C0001,Electronics ,TV Pro,970.6,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100910,,C0006,Smart Home,NordLock Pro,181.92,1,Failed,,,,,,,,NaT,1,0,damaged_defect
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,,,,,,,,2023-11,0,0,no_tickets
100272,,C0003, Electronics ,TV Pro,1118.62,1,Paid,,,,,,,,NaT,2,0,other
100081,,C0091,Electronics,Tablet A,372.51,1,Paid,,,,,,,,NaT,0,0,no_tickets
100280,2023-11-25,C0002,Accessories,Charger,39.36,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100837,,C0006,Electronics,Tablet A,702.29,1,Paid,,,,,,,,NaT,1,0,damaged_defect
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100364,2023-11-28,C0003,Electronics,TV Pro,1094.93,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101173,2023-12-07,C0002,Electronics ,Tablet A,636.8,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100612,2023-12-04,C0052, Accessories,Charger,35.09,3,Pending,,,,,,,,2023-12,1,0,other
100040,2023-11-16,C0238,Electronics,Laptop X,1653.4,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101085,2023-12-13,C0038,Smart Home,NordCam Mini,91.86,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100412,,C0053,Electronics,TV Pro,1261.41,1,Paid,,,,,,,,NaT,0,0,no_tickets
100278,,C0181,Smart Home,NordLock Pro,247.91,1,Paid,,,,,,,,NaT,0,0,no_tickets
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100565,2023-12-03,C0005,Smart Home,NordLock Pro,185.0,1,Paid,,,,,,,,2023-12,1,0,other
100827,2023-12-08,C0013, Electronics ,Tablet A,665.07,1,Paid,R000002,TX-100827,,665.07,Processed,False,100827,2023-12,0,0,no_tickets
100561,,C0002,Electronics,Tablet A,771.78,1,Paid,,,,,,,,NaT,0,0,no_tickets
101183,,C0170,Accessories,Charger,30.35,2,Paid,,,,,,,,NaT,0,0,no_tickets
100426,2023-11-29,C0031,Accessories,Screen Protector,8.99,2,Failed,,,,,,,,2023-11,0,0,no_tickets
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100998,,C0001,Accessories,Laptop Sleeve,23.36,1,Failed,,,,,,,,NaT,1,0,setup_technical
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100471,2023-11-30,C0019, Smart Home ,NordLock Pro,180.99,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100303,2023-11-26,C0003, Smart Home ,NordLock Pro,224.82,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101002,,C0008,Electronics,Tablet A,318.91,1,Paid,,,,,,,,NaT,4,1,damaged_defect
100570,2023-12-03,C0001, Accessories,Laptop Sleeve,19.23,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100058,2023-11-17,C0031,Electronics,TV Pro,914.97,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,180.76,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100093,2023-11-18,C0004,Electronics ,Smartphone Z,894.13,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100798,2023-12-08,C0004, Accessories ,Laptop Sleeve,41.56,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100484,2023-12-01,C0137, Smart Home ,NordCam Mini,80.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100261,2023-11-25,C0010, Electronics ,NoiseCancel Headphones,258.75,1,Paid,R000003,Ref: 100261,2023-07-12,258.75,Processed,False,100261,2023-11,1,0,setup_technical
100084,2023-11-18,C0001, Accessories,Wireless Mouse,56.31,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100592,2023-12-03,C0024,Smart Home,NordLock Pro,189.75,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100042,2023-11-16,C0002,Accessories,Charger,18.8,3,Paid,,,,,,,,2023-11,1,1,delivery_delay
100327,2023-11-27,C0002,Electronics,Laptop X,1437.5,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100087,,C0002, Accessories,Accessory Bundle,32.79,1,Paid,,,,,,,,NaT,0,0,no_tickets
100457,,C0010,Accessories,Screen Protector,5.0,1,Paid,,,,,,,,NaT,5,1,damaged_defect
100965,2023-12-11,C0279, Accessories ,Screen Protector,12.26,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101028,2023-12-12,C0044,Accessories,Wireless Mouse,31.71,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100731,,C0002,Electronics,TV Pro,1405.31,2,Paid,,,,,,,,NaT,0,0,no_tickets
100852,,C0113, Accessories ,USB-C Cable,18.62,2,Paid,,,,,,,,NaT,0,0,no_tickets
100916,2023-12-10,C0003,Electronics ,Laptop X,1608.63,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,,,,,,,,2023-12,0,0,no_tickets
101160,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100108,,C0008, Smart Home ,NordPlug,24.89,1,Paid,,,,,,,,NaT,4,1,damaged_defect
100690,2023-12-06,C0003, Smart Home ,NordLock Pro,192.91,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,,,,,,,,2023-12,0,0,no_tickets
100747,,C0006, Accessories ,Screen Protector,11.32,4,Paid,,,,,,,,NaT,1,0,damaged_defect
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100165,,C0001, Electronics ,Smartphone Z,771.06,1,Paid,,,,,,,,NaT,1,0,setup_technical
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100039,2023-11-16,C0003,Accessories,Accessory Bundle,91.93,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100149,2023-11-21,C0001,Electronics,Tablet A,475.44,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100068,,C0004,Accessories,Accessory Bundle,84.63,2,Paid,,,,,,,,NaT,5,1,setup_technical
100260,2023-11-25,C0003, Electronics ,Smartphone Z,706.61,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100558,,C0008,Electronics,Tablet A,356.42,1,Paid,,,,,,,,NaT,4,1,damaged_defect
100184,,C0028, Smart Home ,NordLock Pro,210.27,2,Paid,,,,,,,,NaT,1,0,setup_technical
101079,,C0003,Accessories,Charger,40.81,1,Paid,,,,,,,,NaT,2,0,other
101094,2023-12-14,C0030,Electronics,Laptop X,1326.3,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100054,2023-11-17,C0011,Electronics,Laptop X,1798.82,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100617,2023-12-04,C0002,Electronics,Tablet A,351.21,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100136,,C0256,Smart Home,NordTherm,85.0,2,Paid,,,,,,,,NaT,0,0,no_tickets
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,,,,,,,,2023-12,0,0,no_tickets
100955,2023-12-11,C0002, Accessories,Screen Protector,5.43,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100221,2023-11-24,C0001, Electronics ,TV Pro,1386.66,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101060,2023-12-13,C0001,Electronics ,TV Pro,1293.65,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,302.52,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
101151,2023-12-11,C0007, Accessories ,Accessory Bundle,44.45,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100329,2023-11-27,C0001, Accessories ,Phone Case,12.21,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100835,,C0023,Electronics,Laptop X,1517.2,1,Paid,,,,,,,,NaT,0,0,no_tickets
100312,,C0148,Electronics,Laptop X,1691.9,1,Paid,,,,,,,,NaT,1,1,damaged_defect
100377,2023-11-28,C0009,Accessories,USB-C Cable,19.51,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100639,,C0042,Smart Home,NordLock Pro,223.67,2,Paid,,,,,,,,NaT,7,4,setup_technical
101098,2023-12-14,C0001,Accessories,Charger,22.04,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100173,,C0008,Electronics,Smartphone Z,1043.81,1,Paid,,,,,,,,NaT,4,1,damaged_defect
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100560,,C0196,Electronics,Smartphone Z,840.55,1,Paid,,,,,,,,NaT,0,0,no_tickets
100289,2023-11-25,C0005, Smart Home ,NordLock Pro,249.63,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100294,,C0002, Accessories,USB-C Cable,13.57,2,Paid,,,,,,,,NaT,0,0,no_tickets
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,,,,,,,,2023-11,1,0,other
101154,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100666,,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,,,,,,,,NaT,1,0,setup_technical
100270,,C0031,Accessories,Laptop Sleeve,17.02,2,Paid,,,,,,,,NaT,3,1,setup_technical
101087,2023-12-14,C0009, Electronics ,Tablet A,484.26,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100321,2023-11-27,C0004, Accessories ,Accessory Bundle,51.76,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100462,2023-11-30,C0009,Electronics,Laptop X,1389.57,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100370,2023-11-28,C0217,Accessories,USB-C Cable,19.89,2,Failed,,,,,,,,2023-11,0,0,no_tickets
100218,2023-11-23,C0004,Electronics,Smartphone Z,989.29,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100083,,C0002,Smart Home,NordLock Pro,215.0,1,Paid,,,,,,,,NaT,0,0,no_tickets
100273,2023-11-25,C0002,Electronics,Laptop X,1374.89,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100637,2023-12-04,C0003,Electronics,Smartphone Z,713.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101103,2023-12-14,C0103, Accessories,Accessory Bundle,63.95,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,252.35,1,Paid,,,,,,,,2023-11,1,0,other
100593,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100410,2023-11-29,C0026, Accessories ,Accessory Bundle,35.78,1,Pending,,,,,,,,2023-11,0,0,no_tickets
100401,2023-11-29,C0017,Accessories,Phone Case,10.0,1,Paid,,,,,,,,2023-11,1,0,setup_technical
100438,2023-11-30,C0010, Accessories,Charger,20.58,1,Paid,,,,,,,,2023-11,1,0,setup_technical
100600,,C0043,Accessories,Phone Case,32.88,1,Paid,,,,,,,,NaT,0,0,no_tickets
100753,2023-12-07,C0040, Electronics ,Tablet A,436.32,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100765,2023-12-07,C0080,Electronics,Laptop X,1361.87,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100782,2023-12-07,C0001,Smart Home,NordLock Pro,201.0,2,Paid,,,,,,,,2023-12,1,0,delivery_delay
101064,,C0002,Accessories,Phone Case,16.39,3,Paid,,,,,,,,NaT,0,0,no_tickets
100477,,C0001, Smart Home ,NordLock Pro,195.76,1,Pending,,,,,,,,NaT,1,0,setup_technical
100936,2023-12-11,C0151,Electronics,TV Pro,1641.8,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100489,2023-12-01,C0015,Electronics,Tablet A,559.0,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100238,2023-11-24,C0270,Accessories,USB-C Cable,17.0,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100026,,C0091,Electronics,NoiseCancel Headphones,192.39,1,Paid,,,,,,,,NaT,0,0,no_tickets
100244,2023-11-24,C0002,Electronics ,NoiseCancel Headphones,229.51,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100828,2023-12-08,C0001, Accessories,Screen Protector,13.81,2,Paid,,,,,,,,2023-12,1,0,delivery_delay
100976,2023-12-11,C0008,Electronics ,Tablet A,365.96,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100427,2023-11-29,C0001,Electronics,TV Pro,1187.16,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100023,,C0016, Accessories ,Accessory Bundle,30.78,1,Paid,,,,,,,,NaT,1,0,other
100256,2023-11-24,C0002, Smart Home ,NordLock Pro,235.74,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100293,2023-11-25,C0001, Accessories,Charger,40.76,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100811,2023-12-08,C0008, Electronics ,NoiseCancel Headphones,161.34,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100295,2023-11-25,C0001,Electronics,Smartphone Z,789.49,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100785,2023-12-07,C0034,Electronics,Smartphone Z,1072.68,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100122,2023-11-20,C0113, Accessories,Phone Case,33.56,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100807,2023-12-08,C0007,Accessories,USB-C Cable,12.72,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100953,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101084,2023-12-13,C0225,Accessories,Laptop Sleeve,20.38,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100317,2023-11-27,C0001,Electronics,Smartphone Z,724.77,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100679,,C0001,Smart Home,NordLock Pro,197.29,1,Pending,,,,,,,,NaT,1,0,setup_technical
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,,,,,,,,2023-12,1,0,setup_technical
100190,2023-11-22,C0215,Electronics,Smartphone Z,846.71,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100763,,C0001,Accessories,USB-C Cable,16.94,1,Paid,,,,,,,,NaT,1,0,setup_technical
100171,2023-11-22,C0090,Accessories,Charger,28.87,4,Paid,,,,,,,,2023-11,0,0,no_tickets
100155,,C0003,Electronics ,TV Pro,1019.81,1,Paid,,,,,,,,NaT,2,0,other
100177,,C0002,Electronics,NoiseCancel Headphones,309.0,1,Paid,,,,,,,,NaT,0,0,no_tickets
100350,2023-11-27,C0038, Accessories ,Charger,34.12,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100991,2023-12-12,C0107, Electronics ,Tablet A,427.39,1,Failed,,,,,,,,2023-12,0,0,no_tickets
101066,2023-12-13,C0007,Electronics,NoiseCancel Headphones,258.62,1,Pending,,,,,,,,2023-12,0,0,no_tickets
100583,2023-12-03,C0001, Electronics ,TV Pro,1181.73,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
101191,2023-11-15,C0002,Electronics,Tablet A,488.25,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
101035,2023-12-12,C0001, Smart Home ,NordLock Pro,195.28,2,Paid,,,,,,,,2023-12,1,0,delivery_delay
100578,2023-12-03,C0012, Accessories ,Wireless Mouse,51.21,1,Pending,,,,,,,,2023-12,0,0,no_tickets
101031,,C0020,Smart Home,NordLock Pro,205.55,1,Paid,,,,,,,,NaT,2,2,damaged_defect
100524,2023-12-02,C0104, Accessories ,Wireless Mouse,18.15,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100777,2023-12-07,C0206, Accessories ,Phone Case,16.43,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101175,2023-12-07,C0004,Electronics,Smartphone Z,893.14,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100607,2023-12-04,C0054,Electronics ,Laptop X,1698.65,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100983,2023-12-11,C0038,Accessories,Laptop Sleeve,38.52,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100562,,C0142, Accessories ,USB-C Cable,17.33,1,Paid,,,,,,,,NaT,0,0,no_tickets
100842,2023-12-08,C0007,Electronics,Laptop X,1714.94,1,Paid,R000004,Ref: 100842,,1714.94,Processed,False,100842,2023-12,0,0,no_tickets
101187,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,,,,,,,,2023-11,1,0,setup_technical
100630,2023-12-04,C0069,Accessories,Wireless Mouse,13.89,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100898,2023-12-10,C0001,Smart Home,NordLock Pro,241.97,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100067,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,R000005,100067,,56.08,Processed,False,100067,2023-11,0,0,no_tickets
100714,,C0001,Accessories,Screen Protector,12.92,1,Paid,,,,,,,,NaT,1,0,setup_technical
100182,2023-11-22,C0001,Electronics,TV Pro,1046.88,1,Failed,,,,,,,,2023-11,0,0,no_tickets
100958,2023-12-11,C0001,Accessories,Charger,43.0,3,Paid,,,,,,,,2023-12,1,0,delivery_delay
100696,2023-12-06,C0135, Smart Home ,NordLock Pro,225.0,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100334,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100938,,C0014,Electronics ,Smartphone Z,782.74,1,Failed,,,,,,,,NaT,2,0,delivery_delay
100733,2023-12-06,C0050, Accessories,Charger,48.23,3,Paid,,,,,,,,2023-12,0,0,no_tickets
100913,2023-12-10,C0001,Accessories,Wireless Mouse,19.15,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100644,2023-12-04,C0301, Accessories,USB-C Cable,9.53,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100541,2023-12-02,C0020,Accessories,Wireless Mouse,58.32,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100621,,C0003,Electronics,Laptop X,1776.33,1,Paid,,,,,,,,NaT,2,0,other
100577,2023-12-03,C0002, Smart Home ,NordLock Pro,213.5,2,Paid,R000006,Ref: 100577,2023-12-12,427.0,Processed,False,100577,2023-12,0,0,no_tickets
100045,2023-11-17,C0115,Electronics,TV Pro,1532.19,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100080,,C0002,Accessories,Accessory Bundle,35.86,2,Paid,,,,,,,,NaT,0,0,no_tickets
100911,2023-12-10,C0003,Electronics,NoiseCancel Headphones,254.21,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100820,2023-12-08,C0001,Accessories,Accessory Bundle,61.58,3,Failed,,,,,,,,2023-12,1,0,delivery_delay
100990,2023-12-12,C0157, Electronics ,NoiseCancel Headphones,328.41,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100634,,C0002,Electronics,Smartphone Z,810.82,1,Paid,,,,,,,,NaT,0,0,no_tickets
100118,2023-11-19,C0068,Accessories,Laptop Sleeve,38.0,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100906,,C0048, Electronics ,NoiseCancel Headphones,158.01,1,Paid,,,,,,,,NaT,1,0,setup_technical
100332,2023-11-27,C0002,Electronics,Laptop X,1608.06,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
101117,2023-12-14,C0018, Accessories,Charger,27.0,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100755,2023-12-07,C0003, Accessories,Accessory Bundle,76.3,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100483,2023-12-01,C0001,Smart Home,NordLock Pro,216.17,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
